,clientid,museum_id,museum_list,features
10,rznyasqdof,"['c5ad38ca-1303-43d2-adee-04bb0e3268f6', '01ab8bee-401f-4c85-a742-c2198fbcef28', '4981f5e2-5430-48aa-a8e0-726868672a4d', 'd7f027c1-49fa-4fa8-a661-43598ed47263', '2ed9bac7-8ebe-479a-9bf8-6b837c7f0e90', '71728b2c-4b17-4855-8663-98a7788acaf0', 'a02b36f2-4f62-449b-a071-822fcfab14b2', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '95a74653-495e-4420-82e0-a1a6195f974d', '621c0554-f8d1-454c-9218-e60683a536ee']","['Stedelijk Museum Alkmaar', 'Stedelijk Museum Amsterdam', 'Museum Valkenburg', 'Kunsthal  Rotterdam', 'Museum van Bommel van Dam', 'Groninger Museum', 'Kinderboekenmuseum', 'Rijksmuseum Amsterdam', 'Museum De Lakenhal', 'mij | museum ijsselstein']",['art_museum']
11,miaqwnrpgo,"['41a0a29c-a655-4f51-979c-7fa624b303ea', '50d46141-1880-4929-a839-b0a3eba9a124', '2725e4ae-3118-48ba-85d9-9b6b646fb7ab', 'bb1872c6-aefd-4bd5-988d-3aad8bde3b74', '424e8423-e43b-48e8-ad19-821014020860', '60780e37-d503-4b56-b1d5-a46c2358eb41', 'c4cc477e-1442-4ef9-96ea-539e46356b07', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '2adac304-3df6-4588-a60b-c763f29595f9', '193dc16d-1fde-4322-ae08-be7e34a96866']","['Tongerlohuys', 'Marker Museum', 'Heiligenbeeldenmuseum', 'Het Oude Raadhuis Urk', 'Comenius Museum', 'Streekmuseum Etten Leur', 'Louis Couperus Museum', 'Joods Historisch Museum', 'Historisch Museum Den Briel', 'Streekmuseum Stevensweert Ohé en Laak']",['historic_museum']
12,lkhtwnvcfz,"['d960438f-902d-4c22-820a-383d5992d467', '69295701-69e0-47c2-89c5-1586e4f3f64a', 'a5e644b6-829e-477a-956f-91eb4fa4e1a4', 'c2219eac-c939-49f6-ba34-325d739caf9b', 'eb12d0f0-4e38-4bcf-9848-0295d05335a1', 'd0bf039f-cc00-4511-bb91-94ac191a3c67', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '971a3945-faba-4021-8d5b-5b6fcd124640', '4c123cbb-afaa-4150-94ff-4b94dfc60b4f']","['Forteiland Pampus', 'Nationaal Baggermuseum', 'Kasteel Cannenburch', 'Kasteel Rosendael', 'Kasteelruïne - Fluweelengrot Valkenburg', 'Kasteel Hoensbroek', 'Zeeuws Maritiem MuZEEum', 'Belasting & Douane Museum', 'Zuiderzeemuseum', 'Museum Helmond']",['scavenger']
13,uhoiltrsnc,"['54f9204e-e6fd-4ea3-a352-84484292b8ba', '7e411587-1b9d-44f9-ada4-5305bea2798e', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', '1f85673a-ba18-4aaf-821a-baf56c7efea7', 'd7f027c1-49fa-4fa8-a661-43598ed47263', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', '35fbec41-a299-4e7a-ae03-a063e4d4e5f7', '1a918684-33d5-485a-80b7-90a8086803ef', '56518036-a7ca-43fe-b010-2ddfcec6aca3', '078fe561-4a1d-4712-b204-11913bdd57b4']","['PreHistorisch Dorp', 'Museum Boijmans Van Beuningen', 'Kasteel Huis Bergh', 'Hermitage Amsterdam', 'Kunsthal  Rotterdam', 'Stedelijk Museum Alkmaar', 'Marie Tak van Poortvliet Museum', 'Buitenplaats Kasteel Wijlre', 'Mauritshuis', 'Kunstvereniging Diepenheim']",['trainstation']
14,fdjupoqtza,"['97dca6c1-6b1a-4ffe-a048-83ecce6707a5', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '43342fe3-e57f-4b74-883f-207d1cf0a24b', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5']","['Beeld en Geluid Den Haag', 'GeoFort', 'PreHistorisch Dorp', 'De Bastei', 'NEMO Science Museum', 'Museumpark Archeon', 'Natuurmuseum Fryslân', 'Veiligheidsmuseum PIT', 'Museum Speelklok', 'Belasting & Douane Museum']",['children']
15,csrkvfoajn,"['59402691-8308-4222-bc19-7cc9f20e1d88', '17aed04d-9186-4452-b263-0de3dfe7f6f2', '80a37d9f-37d1-466f-96c2-b65044666fbe', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', '55536edf-d8c3-4415-aef5-5ffeb76a2bd5', '3b3c0cbf-7176-4d16-bc60-89eeeb679a76', 'dc333343-ecdf-4502-a6b7-35b8ba5c1684', '9f88e8ae-c589-427e-becb-1e071b215cd1', '1f8bb764-3a9f-4159-b775-829e80c953a2', 'd0bf039f-cc00-4511-bb91-94ac191a3c67']","['Kasteel Heeswijk', 'Slot Zuylen', 'Kasteel Duivenvoorde', 'Kasteel Huis Bergh', 'Kasteel Amerongen', 'Kasteel Radboud', 'Kasteel Doorwerth', 'Kasteel Keukenhof', 'Rijksmuseum Muiderslot', 'Kasteel Hoensbroek']",['castles']
16,tmsjhaoqbw,"['044424ba-e4e7-4de8-b88c-ccaf14cf4c59', 'eba73114-b030-49d1-9108-e60ea8670b3a', 'addebae4-6756-4fe4-b59c-1aac2d80ab8e', '49ad034f-9424-4d89-aab5-8df3c2112ff4', '566defb3-a8cf-4ce7-bdb7-9c3e08431673', '85cac575-f2a0-4260-9aa2-baca96d38f3b', '1de93dee-f6b5-4a1c-8d7f-e896df26a694', '4c123cbb-afaa-4150-94ff-4b94dfc60b4f', 'd545be8a-48d2-4af9-862d-d26a821787e0', 'c40020e4-d23b-4607-9145-7aa020866c04']","['Honig Breethuis', 'Museum Het Schip', 'Museum Paulina Bisdom van Vliet', 'Markiezenhof', 'Diamant Museum Amsterdam', 'Kasteel Het Nijenhuis', 'Literatuurmuseum', 'Museum Helmond', 'Paleis Het Loo', ""Huygens' Hofwijck""]",['culture']
17,qyuxiebaon,"['d7f027c1-49fa-4fa8-a661-43598ed47263', '60dcdaf1-a16f-4a63-877b-1734d0e74d8d', '2fc39c27-ca42-462c-b8a5-6b8fdb927961', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', '56518036-a7ca-43fe-b010-2ddfcec6aca3', '55d32557-af64-4a12-8dc3-a03d7f4b7015', '61c3b199-0b58-4ebb-922c-f483f61a1e77', '5adc7674-2255-4d5e-9b88-7d5c22c3a225', '52dd62eb-5226-478b-97bf-2e3c5a4cd1d5', '890092e9-15a8-431f-ad8b-2e8c0b4a1377']","['Kunsthal  Rotterdam', 'Kunstmuseum Den Haag', 'Van Abbemuseum', 'Koninklijk Paleis Amsterdam', 'Mauritshuis', 'Vechtstreekmuseum', 'Villa Mondriaan', 'Mondriaanhuis', 'Titus Brandsma Museum', 'Museum Abdijkerk']",['churches']
18,ldqvhmnput,"['9689a6f1-871a-41e9-8f7d-a67d59ac7b98', '1a83a1bc-0197-47b7-881a-9b9c03f11729', 'abaad182-4619-449e-96a5-4583f8701299', '778fb79a-2b1c-4696-8909-018dee25142a', '4b596778-4379-48da-a946-0d04e39e3cea', '80d22ad4-79ea-4688-97ec-4c93dc366e48', '61de31c6-e1a1-41e6-aca7-9a593e331c42', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', 'e89e2757-e3e7-4d22-bba5-58f4164a0105', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91']","['Streekmuseum ""De Meestoof""', 'Cultuur-Historisch Museum Sorgdrager', ""Museum 'De Tien Malen'"", 'Huizer Museum', 'Museum Het Pakhuis', 'Industrieel Museum Zeeland', 'Graafs Museum', 'Universiteitsmuseum Groningen', 'Museum Staphorst', 'Museumpark Archeon']",['historic_museum']
19,uslpjxzray,"['30f51fcc-b373-4b85-9ba0-40d958542540', '9f88e8ae-c589-427e-becb-1e071b215cd1', 'dc333343-ecdf-4502-a6b7-35b8ba5c1684', '3b3c0cbf-7176-4d16-bc60-89eeeb679a76', '55536edf-d8c3-4415-aef5-5ffeb76a2bd5', '80a37d9f-37d1-466f-96c2-b65044666fbe', 'c2219eac-c939-49f6-ba34-325d739caf9b', 'd0bf039f-cc00-4511-bb91-94ac191a3c67', 'a5e644b6-829e-477a-956f-91eb4fa4e1a4', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe']","['Kasteel Doornenburg', 'Kasteel Keukenhof', 'Kasteel Doorwerth', 'Kasteel Radboud', 'Kasteel Amerongen', 'Kasteel Duivenvoorde', 'Kasteel Rosendael', 'Kasteel Hoensbroek', 'Kasteel Cannenburch', 'Kasteel Huis Bergh']",['historical collection']
20,qrgctxukid,"['a42cba4d-03ab-449a-8fb5-a24fb363afa5', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '69295701-69e0-47c2-89c5-1586e4f3f64a', '4f05881b-f742-480c-b13d-91d99c6fc4a2', 'f64adebc-d16c-4e0d-8c2a-ab0e2f0f28ba', 'b8038372-8f48-4fcc-84ae-8f2cc86b3a69', '20dd4b53-05a1-4fd1-9ff7-4d936ac4afee', '46f074e4-5e2b-46f4-a279-85a0ae2c0026', 'b4270bbf-143e-4a83-9da0-23888b73de16', '7810d0eb-0034-457b-9cf7-ae7aa21e104f']","['Belasting & Douane Museum', 'Zeeuws Maritiem MuZEEum', 'Nationaal Baggermuseum', 'Veenkoloniaal Museum', 'Rijksmuseum Boerhaave', 'Geniemuseum', 'Oorlogsmuseum Overloon', ""Museum In 't Houten Huis"", 'IJmuider Zee- en Havenmuseum', 'Rijksmuseum Amsterdam']",['exp stories']
21,hkplnwyuoc,"['b2c2237c-a0b5-4d94-99b9-c71b8ede2fc5', 'b2398575-3c86-42a2-b07c-886384eb9add', 'a28f5f86-7181-44e8-9dcc-12ca3f94b4a7', 'a02b36f2-4f62-449b-a071-822fcfab14b2', '2ed9bac7-8ebe-479a-9bf8-6b837c7f0e90', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '682197a8-0359-4094-8281-ffa059de480f', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', 'a2040f47-849b-4ca6-967e-adee1ee5a930', '95a74653-495e-4420-82e0-a1a6195f974d']","['Stedelijk Museum Zutphen', 'Museum Wierdenland Ezinge', 'Heerenveen Museum', 'Kinderboekenmuseum', 'Museum van Bommel van Dam', 'Rijksmuseum Amsterdam', 'Museum Catharijneconvent', 'Universiteitsmuseum Groningen', 'TextielMuseum', 'Museum De Lakenhal']",['library']
22,mdzrtgqhxk,"['5adfb94f-9e56-40b1-a93e-766264de3f02', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', '3f96c8bc-3397-4d76-a48a-ee33ca65a8bb', 'df6d2369-9846-49ae-9a5d-ca40a6e310b8', 'acfa8d9d-7062-4b90-b8fa-03a9d8535991', 'f949947c-21cd-4074-bc78-c9039268ab07', 'af698204-4437-411f-a1a9-d5a0fe7d16bb', 'abd0504d-1106-44ee-8c62-3cc937d5fd9a', '1cf7d97e-57d6-4550-be98-8d19ea5ac3a5', 'f9453fa1-3fe4-4c3e-a980-174ddae906fc']","['Zwanenbroedershuis', 'Koninklijk Paleis Amsterdam', 'Sint Jan Gouda', 'Huis van het boek', 'Storyworld | Forum Groningen', 'Museum Menkemaborg', 'Museum Veere', 'Stedelijk Museum Breda', 'Pieter Vermeulen Museum', 'Embassy of the Free Mind']",['architectonic']
23,jrvlznyfcx,"['fb5c119f-f4a1-411c-a943-f609fcb5f5f3', 'd277832b-8ab5-466d-ad2d-58a8f409f7cb', 'd7f027c1-49fa-4fa8-a661-43598ed47263', 'b95305d9-cc57-498c-8819-c1983713d181', '5adc7674-2255-4d5e-9b88-7d5c22c3a225', 'cbebd2e6-4fd8-4bd8-a455-5310d4895828', '053014de-f18f-45e3-8dc6-c3f907646311', '56518036-a7ca-43fe-b010-2ddfcec6aca3', '10f92ca9-be97-40d2-b2ad-cb99d5154981', '1a918684-33d5-485a-80b7-90a8086803ef']","['Museum Swaensteyn', 'Museum de Fundatie', 'Kunsthal  Rotterdam', 'Keramiekcentrum Tiendschuur Tegelen', 'Mondriaanhuis', 'De Appel', 'Museum De Domijnen, afdeling Hedendaagse Kunst', 'Mauritshuis', 'Marres, Huis voor Hedendaagse Kunst', 'Buitenplaats Kasteel Wijlre']",['castles cluster']
24,rcnyqgtdbh,"['5ebaa739-b1a4-443b-9cde-6c0b18e81607', '92f68db4-1a4e-4847-990b-9710c4696e9a', '75ec946e-e708-4c76-8fd9-4106e9680283', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'f7d86ac9-4f08-4628-954b-0afec628135d', '3f224a07-d3c3-4467-ab27-2d0f4d6705dc', '6c17c8de-2dd0-4670-b55d-402b84e26787', '1de93dee-f6b5-4a1c-8d7f-e896df26a694', '798b12be-0127-4f41-91df-1a5e71af1e37']","['Museon', 'Beeld en Geluid', 'Nationaal Glasmuseum', 'Veiligheidsmuseum PIT', 'Museum Speelklok', 'Huis van Hilde', 'Openluchtmuseum en Themapark De Spitkeet', 'Historisch Museum De Bevelanden', 'Literatuurmuseum', 'De Looierij']",['educative']
25,bjochrtpqn,"['17aed04d-9186-4452-b263-0de3dfe7f6f2', '59402691-8308-4222-bc19-7cc9f20e1d88', '80a37d9f-37d1-466f-96c2-b65044666fbe', '1f8bb764-3a9f-4159-b775-829e80c953a2', '30f51fcc-b373-4b85-9ba0-40d958542540', 'dc333343-ecdf-4502-a6b7-35b8ba5c1684', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', '55536edf-d8c3-4415-aef5-5ffeb76a2bd5', 'c2219eac-c939-49f6-ba34-325d739caf9b', 'd0bf039f-cc00-4511-bb91-94ac191a3c67']","['Slot Zuylen', 'Kasteel Heeswijk', 'Kasteel Duivenvoorde', 'Rijksmuseum Muiderslot', 'Kasteel Doornenburg', 'Kasteel Doorwerth', 'Kasteel Huis Bergh', 'Kasteel Amerongen', 'Kasteel Rosendael', 'Kasteel Hoensbroek']",['castles']
26,qhurtdwyzs,"['d960438f-902d-4c22-820a-383d5992d467', '93062e20-901e-46a2-b1f4-107cd82e7ed5', '9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0', '9dd3fd7c-9281-4e0b-a661-909e597b93ee', '5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', '7a2966b5-97fa-4cd3-9408-9e415182ca4e', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '1335f2de-05b0-4351-8cae-1cb1263b3791', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', 'd280a91d-ebc1-4607-afb9-e38a67c862d0']","['Forteiland Pampus', 'Nationaal Tinnen Figuren Museum', 'Mariniersmuseum', 'Museum Rotterdam', 'Limburgs Museum', 'Batavialand', 'Zeeuws Maritiem MuZEEum', 'Het Scheepvaartmuseum', 'Joods Historisch Museum', 'Wereldmuseum Rotterdam']",['visual historical art']
27,ndzfopjkhw,"['e9ad0209-89ad-4e53-a353-b7328562f8e6', 'ab5e9944-251c-48d4-879d-115525f2e298', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', 'ba678427-5609-42b1-91e2-fd5c845d42c6', 'd183dcdd-900b-4721-b8a0-c44912e8ce7f', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '4b596778-4379-48da-a946-0d04e39e3cea', '43342fe3-e57f-4b74-883f-207d1cf0a24b', '630f0ad9-d790-4a77-a847-e7acb31be6d8', '02f0dab3-4ee5-4c38-a0b8-ae02ed4b06b3']","['Universiteitsmuseum Groningen', 'Natuurhistorisch Museum Rotterdam', 'Museumpark Archeon', 'Historische Tuin Aalsmeer', 'Fruitteeltmuseum', 'PreHistorisch Dorp', 'Museum Het Pakhuis', 'De Bastei', 'De Hollandsche Manege', 'Botanische Tuinen Utrecht']",['nature']
28,sfgnplhqtj,"['cb0ac5e1-e2e8-429e-9b48-54414bf84d2b', 'a6fc14aa-84ee-4c59-8801-baf29c2557dd', '98910334-b730-446f-9b09-a7cf440699f6', '9afcd6a2-85e3-4c7c-9f82-887076f83a68', 'dc333343-ecdf-4502-a6b7-35b8ba5c1684', '044424ba-e4e7-4de8-b88c-ccaf14cf4c59', '4f05881b-f742-480c-b13d-91d99c6fc4a2', '0c2e2821-f3fd-4403-8b5a-37cb256b76a2', 'f7e3d4b2-ae53-41c5-aa79-cfa323796de7', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6']","['Museum van de Geest | Outsider Art', 'Museum Huis Doorn', 'Anne Frank Huis', 'Slot Loevestein', 'Kasteel Doorwerth', 'Honig Breethuis', 'Veenkoloniaal Museum', 'Kamp Westerbork', 'Paviljoen Nederland en WOI', 'Amsterdam Museum']",['restaurant']
29,utkgyibrfo,"['179e0120-23f9-434b-804b-172effcfc85d', 'eba73114-b030-49d1-9108-e60ea8670b3a', '49ad034f-9424-4d89-aab5-8df3c2112ff4', '3f1b3299-65f6-47c7-a507-56346cab0a5e', '7a6bb20e-440e-428d-a735-e417b43aa8a9', 'c40020e4-d23b-4607-9145-7aa020866c04', '6ed658b1-4ce7-4df9-9472-4b0271d044a3', '90ebf3e8-d8ee-4b3b-9e62-3a17130bf3bf', '1f85673a-ba18-4aaf-821a-baf56c7efea7', '92652b8f-7600-4bee-8640-1c40b21a32cf']","['De Nieuwe Kerk', 'Museum Het Schip', 'Markiezenhof', 'Museum Stedhûs Sleat', 'Museum Willet-Holthuysen', ""Huygens' Hofwijck"", 'Allard Pierson', ""Museum Ons' Lieve Heer op Solder"", 'Hermitage Amsterdam', 'Museum Van Loon']",['historical']
30,dcmlpwzhqn,"['d183dcdd-900b-4721-b8a0-c44912e8ce7f', 'f9d5d350-4bab-499a-8f53-2af1f6f25601', 'f03acb0d-bfe6-45f8-847c-d3fa96aabe1f', '9afcd6a2-85e3-4c7c-9f82-887076f83a68', 'f13e960f-96aa-4a92-97d7-4047e7c837d9', '02f0dab3-4ee5-4c38-a0b8-ae02ed4b06b3', '1a918684-33d5-485a-80b7-90a8086803ef', 'b0654f59-55d5-4c74-8420-3d3938f861e2', '971a3945-faba-4021-8d5b-5b6fcd124640', 'cc12b367-a374-4c8a-bd04-8b24e412af3c']","['Fruitteeltmuseum', 'Trompenburg Tuinen & Arboretum', 'Museumstoomtram Hoorn-Medemblik', 'Slot Loevestein', 'Nationaal Bomenmuseum Gimborn', 'Botanische Tuinen Utrecht', 'Buitenplaats Kasteel Wijlre', 'Botanische Tuin De Kruidhof', 'Zuiderzeemuseum', 'Nederlands Openluchtmuseum']",['openair']
