,publicName,translationSetId,rating,architectonic,educative,historic_location,historic_museum,castles,churches,children,art_galleries,art_museum,military,specialty,gardens,science,museumId,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,visual,culture,naval,nature,tech,ethnology,small_museum,zero_four,five_eight,nine_twelve,activity,audiotour,exhibition,lecture,scavenger,library,openair,parking,weelchair,disabled,trainstation,restaurant
164,Nederlands Tegelmuseum,5248e557-c948-4103-813a-8ffb30305466,45.0,0,0,0,0,0,0,0,0,0,0,1,0,0,9d04b4ba-cfd5-46ec-b0b6-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
165,Titus Brandsma Museum,52dd62eb-5226-478b-97bf-2e3c5a4cd1d5,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,2abf5439-266b-4b52-b147-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
166,"Museum Nienoord, Borg en Nationaal Rijtuigmuseum",53226f07-3c00-42a5-8bae-ff4c6cfa9747,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,7c6b516e-a71b-4cd6-b06f-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
167,TENT,53ac1788-fb5e-4058-9bd0-768a55a5f8db,90.0,0,0,0,0,0,0,0,0,0,0,1,0,0,60b34ec4-5fc0-47a4-b143-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
168,PreHistorisch Dorp,54f9204e-e6fd-4ea3-a352-84484292b8ba,152.0,0,0,0,0,0,0,1,0,0,0,0,0,0,10546728-f94a-42d7-b0ce-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
169,Museum Collectie Brands,550e313e-c3f0-406c-b4d3-01dbce024096,212.0,0,0,0,0,0,0,0,0,0,0,1,0,0,dcc11098-a513-4bca-afa5-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
170,Kasteel Amerongen,55536edf-d8c3-4415-aef5-5ffeb76a2bd5,160.0,0,0,0,0,1,0,0,0,0,0,0,0,0,37c7f18c-5934-42b1-b10a-08d7f60b9c3e,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
171,Jenevermuseum,55cdb198-f29d-466f-a4d9-a3a5dc9a3ec5,343.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4e6ce03d-9ed9-446f-b09d-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
172,Vechtstreekmuseum,55d32557-af64-4a12-8dc3-a03d7f4b7015,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2a98e011-2e28-462b-b151-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
173,Mauritshuis,56518036-a7ca-43fe-b010-2ddfcec6aca3,4.909,0,0,0,0,0,0,0,1,0,0,0,0,0,b8a2711a-fa58-4a67-b025-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
174,Diamant Museum Amsterdam,566defb3-a8cf-4ce7-bdb7-9c3e08431673,647.0,0,0,0,0,0,0,0,0,0,0,1,0,0,a041c473-a1a4-437f-b0f8-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
175,Edams Museum,57f29a3f-4202-40b7-b70c-26e1058ff6e1,81.0,0,0,0,1,0,0,0,0,0,0,0,0,0,139a7dd8-eb8c-4556-afba-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
176,Kasteel Heeswijk,59402691-8308-4222-bc19-7cc9f20e1d88,110.0,0,0,0,0,1,0,0,0,0,0,0,0,0,104be5ad-a60c-4412-b10b-08d7f60b9c3e,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177,Observeum Burgum,5a140fbe-2efc-42e1-ad57-c01ac3a7b409,94.0,0,0,0,0,0,0,0,0,0,0,0,0,1,c5f66505-1e6a-433c-b0be-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
178,Zaans Museum,5a5ad972-9c28-4116-a0f0-d0eb0072ecca,462.0,0,0,0,0,0,0,0,0,0,0,1,0,0,f5556771-0247-48ee-b137-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1
179,Mondriaanhuis,5adc7674-2255-4d5e-9b88-7d5c22c3a225,185.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2308a390-2073-4d30-b02c-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
180,Zwanenbroedershuis,5adfb94f-9e56-40b1-a93e-766264de3f02,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,4af83e58-7dfe-4e39-b16a-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Museum Jan Heestershuis,5af30925-bf1b-4a98-900a-9e6260e62bee,32.0,0,0,0,0,0,0,0,0,1,0,0,0,0,63215aba-d9a0-4754-b061-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
182,Museum Gevangenpoort,5c5cf957-3b33-41fc-a8bf-9a89cac607fa,432.0,0,0,0,1,0,0,0,0,0,0,0,0,0,ecc65013-9a7d-47e0-b050-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
183,Zoutmuseum,5cafb679-70fe-456c-9bdd-ca82161db028,41.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5e76c893-07cb-4f24-b168-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
184,De Pont museum,5cbb52ae-63f9-482f-a80f-b6064c09269a,318.0,0,0,0,0,0,0,0,0,0,0,1,0,0,f5702887-8f6a-442c-afb2-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
185,Limburgs Museum,5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f,149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,d94f86c2-f2db-4cd5-b017-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1
186,Museon,5ebaa739-b1a4-443b-9cde-6c0b18e81607,271.0,0,0,0,0,0,0,0,0,0,0,1,0,0,75d022b1-01ae-43ee-b02f-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1
187,Landgoed Verhildersum Leens,604ccf12-39aa-441f-838d-166aa1a1b220,15.0,0,0,0,0,0,0,0,0,0,0,1,0,0,57ff86fd-c469-4db7-b111-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
188,Museum Techniek met 'n Ziel,6051ad13-cdb3-4e0b-9d6c-24c6f60cd900,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,d8a364d2-b74c-4e93-b175-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
189,Streekmuseum Etten Leur,60780e37-d503-4b56-b1d5-a46c2358eb41,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,bc58c8db-9d76-4ba5-b13d-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
190,Kunstmuseum Den Haag,60dcdaf1-a16f-4a63-877b-1734d0e74d8d,1.5759999999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,72ac4416-ac92-4533-b0ff-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
191,Bakkerijmuseum De Oude Bakkerij,61b12cb1-03ba-4818-b2a1-031d93ae56b1,43.0,0,0,0,0,0,0,0,0,0,0,1,0,0,c2f520eb-4ac3-4bef-af96-08d7f60b9c3e,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
192,Villa Mondriaan,61c3b199-0b58-4ebb-922c-f483f61a1e77,68.0,0,0,0,0,0,0,0,0,0,0,1,0,0,737d2f6d-caab-4cc0-b176-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
193,Graafs Museum,61de31c6-e1a1-41e6-aca7-9a593e331c42,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,3209e2e1-3d56-412f-afd3-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
194,mij | museum ijsselstein,621c0554-f8d1-454c-9218-e60683a536ee,20.0,0,0,0,0,0,0,0,0,1,0,0,0,0,d75bb927-63b7-46f5-b028-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
195,Muzee Scheveningen,62f190ca-41de-480a-ba5c-6ca051442879,128.0,0,0,0,0,0,0,0,0,0,0,1,0,0,60d2f125-fe3b-4b6a-b094-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
196,De Hollandsche Manege,630f0ad9-d790-4a77-a847-e7acb31be6d8,79.0,0,0,1,0,0,0,0,0,0,0,0,0,0,d5814aeb-00e7-4763-b172-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
197,Grachtenmuseum Amsterdam,64669da3-83b4-421d-a306-4f0c6669d7db,693.0,0,0,0,0,0,0,0,0,1,0,0,0,0,4c36e35e-96d1-4f1a-b103-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
198,Flessenscheepjesmuseum,64c5b44f-cb1a-4746-83f7-431c4f7050f9,498.0,0,0,0,0,0,0,0,0,0,0,1,0,0,90b00a0e-af43-464c-afbe-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
199,Frans Hals Museum Hal,64da5853-9fae-4bd1-a0e0-47a7c0e0db09,125.0,0,0,0,0,0,0,0,0,1,0,0,0,0,61346d0a-da7a-4543-b0fd-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
200,Cube Design Museum,673dafbb-e461-4ffb-ab3c-f857358c77a7,52.0,0,0,0,0,0,0,0,0,0,0,0,0,1,ede3b06d-1b12-4fe2-b16e-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
201,Internationaal Klompenmuseum,67824b43-085b-4341-9313-f8f44563f917,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,2d42077b-151a-4cf6-aff8-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
202,Museum Catharijneconvent,682197a8-0359-4094-8281-ffa059de480f,310.0,0,0,0,1,0,0,0,0,0,0,0,0,0,e4ab330e-23bc-46d0-b03a-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
203,Bonnefanten,683844c9-9eb9-4adc-9f21-910cbeebe9dc,479.0,0,0,0,0,0,0,0,0,1,0,0,0,0,381f0ad1-fdce-44e5-af9d-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
204,Museum Weesp,689733f3-0f0a-411d-b5b4-a33dd39639f0,18.0,0,0,0,1,0,0,0,0,0,0,0,0,0,2e4be84a-13f2-4949-b08c-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
205,Anton Pieck Museum,68c00e09-7dd1-4002-a7c5-8aa69d3c589e,83.0,0,0,0,0,0,0,0,0,1,0,0,0,0,9845f01b-e51a-423c-af92-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
206,Nationaal Baggermuseum,69295701-69e0-47c2-89c5-1586e4f3f64a,16.0,0,0,0,0,0,0,0,0,0,0,1,0,0,21a1b5bd-4a91-41d5-b096-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0
207,Bevrijdingsmuseum Zeeland,6a361bf8-811f-4b1f-889c-b6035e1aadb1,43.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5802b791-6451-4a90-af9a-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Louwman Museum,6add9957-7a8c-469f-83da-ff169b0f2050,1.9409999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,81c56c03-5e34-4eb4-b01b-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
209,Museum Romeinse Katakomben,6b461af0-14c9-4237-9f22-1b60d7452aea,174.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0be0f57c-c91a-49a9-b076-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
210,Universiteitsmuseum Utrecht,6ba07d19-806f-4d76-b580-c15b8d5e5157,122.0,0,0,0,0,0,0,0,0,0,0,1,0,0,627b9d62-e205-4f00-b14d-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
211,Historisch Museum De Bevelanden,6c17c8de-2dd0-4670-b55d-402b84e26787,32.0,0,1,0,0,0,0,0,0,0,0,0,0,0,8417472b-cf0c-4a4f-afe7-08d7f60b9c3e,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
212,Nationaal Onderwijsmuseum,6d4868c9-74a6-41f4-8c23-cabe36c82361,63.0,0,0,0,0,0,0,1,0,0,0,0,0,0,408565e1-71ac-4656-b0a2-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
213,Liemers Museum,6d57096e-0987-4a5d-8550-12422e46c012,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,131fe1c8-d6ab-40c0-b016-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
214,Museum Lunteren,6e1059f5-43f9-4114-ac92-32d90300f0cc,42.0,0,0,0,1,0,0,0,0,0,0,0,0,0,52d7b5b7-0a9a-45a3-b06a-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
215,Museum Zaanse Tijd,6e72a9c5-744a-422a-aa18-e81f6b6ac631,462.0,0,0,0,0,0,0,0,0,0,0,1,0,0,029ddc69-915e-426a-b08f-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
216,Allard Pierson,6ed658b1-4ce7-4df9-9472-4b0271d044a3,167.0,0,0,0,1,0,0,0,0,0,0,0,0,0,bc2cae4b-6dbf-4392-af8f-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
217,Czaar Peterhuisje,6ef0942d-d378-498c-a851-fd416f754954,177.0,0,0,0,0,0,0,0,0,0,0,1,0,0,33eaa9e8-e868-4dfa-afab-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
218,Groninger Museum,71728b2c-4b17-4855-8663-98a7788acaf0,1.344,0,0,0,0,0,0,0,0,1,0,0,0,0,200db72d-b39c-4578-afd5-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1
219,Museum Het Warenhuis - Axel,71d2e340-ddc9-4ba0-ab18-7bf255c79f6b,27.0,0,0,0,0,0,0,0,0,1,0,0,0,0,5bab82ef-71f2-4b49-b0f5-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
220,Koninklijk Eise Eisinga Planetarium,72ac8fe8-829b-4633-8e72-be04100017ed,360.0,0,0,0,0,0,0,0,0,0,0,0,0,1,b4b47e81-322c-45d3-b10e-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
221,Huis Verwolde,742e5925-2496-45d7-a5a8-4f5925dbb2b6,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,45285e8e-f689-4b55-aff2-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
222,Museum Tot Zover,7433df02-7eee-40bc-a5c5-98fb3373fbc9,29.0,0,0,0,0,0,0,0,0,0,0,1,0,0,9d77abca-f4d7-4842-b126-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
223,Oudheidkamer Texel,755e1f8c-0fbf-4859-83f6-b2aafa24e349,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,7d20fcb9-b21a-4ce1-b0c4-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
224,Nationaal Glasmuseum,75ec946e-e708-4c76-8fd9-4106e9680283,88.0,0,0,0,0,0,0,0,0,0,0,1,0,0,02b3e2a4-4f99-4c53-b09b-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
225,Kasteel Ammersoyen,76abee38-93a0-49c0-95e1-eab3cbe23044,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,08ff98bb-801f-467c-affd-08d7f60b9c3e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
226,Museum Henriette Polak,770fa717-5ed6-4ab2-ba57-5b18a817b497,37.0,0,0,0,0,0,0,0,0,0,0,1,0,0,7bb6f9ab-2433-424b-b056-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
227,Huizer Museum,778fb79a-2b1c-4696-8909-018dee25142a,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,c84363e2-5a8d-438d-b107-08d7f60b9c3e,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
228,Openbaar Vervoer & Speelgoed Museum Doetinchem,77b88782-7ebf-4e66-b1b5-a12b91f8eea1,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,9833b7f2-814b-4a61-b0c0-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
229,Museum Kaap Skil,77dc3244-2ab9-4340-bb76-d29401097a09,212.0,0,0,0,0,0,0,0,0,0,0,1,0,0,fed39831-acfb-4b69-b064-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
230,Rijksmuseum Amsterdam,7810d0eb-0034-457b-9cf7-ae7aa21e104f,46.619,0,0,0,0,0,0,0,0,1,0,0,0,0,add6b166-5040-4547-b12a-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1
231,Design Museum Den Bosch,783538c2-21d3-4a79-9830-01b9ae3812b9,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0f9ebafc-5091-4c0d-afb4-08d7f60b9c3e,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
232,De Looierij,798b12be-0127-4f41-91df-1a5e71af1e37,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,e357e488-fdaf-4595-b041-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
233,Museum De Voorde,7a27d9cd-4c8e-41d0-88c4-e0dafb39f84b,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,df911df5-7fe0-40d5-b044-08d7f60b9c3e,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
234,Batavialand,7a2966b5-97fa-4cd3-9408-9e415182ca4e,49.0,0,0,0,1,0,0,0,0,0,0,0,0,0,abfce20a-a3bc-456d-b0fa-08d7f60b9c3e,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
235,Museum Willet-Holthuysen,7a6bb20e-440e-428d-a735-e417b43aa8a9,158.0,0,0,0,1,0,0,0,0,0,0,0,0,0,4de8a7b1-c1dd-4a4d-b08e-08d7f60b9c3e,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
236,Fotomuseum Den Haag,7b137589-30ad-453e-8313-7feeba7c3d51,179.0,0,0,0,0,0,0,0,0,0,0,1,0,0,a7e3ace4-11cc-4c1a-afc2-08d7f60b9c3e,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
237,Museum van de 20e Eeuw,7b4c1d7c-477e-4343-bf11-01cdda92312f,258.0,0,0,0,0,0,0,0,0,0,0,1,0,0,c764c5bc-7ccf-428f-b084-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1
238,Musiom,7c33a0e2-a4f6-466a-87b0-533b4aad2e91,11.0,0,0,0,0,0,0,0,0,1,0,0,0,0,336d9069-17b4-4bf0-b171-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
239,Vrijheidsmuseum,7c932277-8623-41f0-b656-29e7488182fb,184.0,0,0,0,1,0,0,0,0,0,0,0,0,0,bfb43da3-7625-40d6-b097-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
240,NEST,7d01d3c1-913a-4641-8d51-610bbcc3eb37,144.0,0,0,0,1,0,0,0,0,0,0,0,0,0,8579e91d-8126-4f00-b128-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Noordelijk Scheepvaartmuseum,7da23277-bdc1-4a3e-95e0-598a74af2bb8,155.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4cc91c51-906e-4791-b0bc-08d7f60b9c3e,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
242,Volendams Museum,7e0dd85c-797b-4168-ba79-e3f70cd5ca1b,176.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4e863e24-86fe-479c-b133-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
243,Museum Boijmans Van Beuningen,7e411587-1b9d-44f9-ada4-5305bea2798e,1.331,0,0,0,0,0,0,0,0,0,0,1,0,0,5e7d87c1-3f55-4409-b034-08d7f60b9c3e,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
244,Museum Krona,7e8f969b-8f8b-4950-8028-f80b4a19c0db,997.0,0,0,0,0,0,0,0,0,0,0,1,0,0,bf08d27c-6859-4397-b121-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0
245,Openluchtmuseum Eynderhoof,7f1aa9cb-0a67-4088-b376-e287b1082b3b,63.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4999f725-f737-4666-b018-08d7f60b9c3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
246,Foam Fotografiemuseum Amsterdam,8061314a-3e6b-48fe-9f8e-73d62660147d,819.0,0,0,0,0,0,0,0,0,1,0,0,0,0,304bfa83-c902-48bc-afc1-08d7f60b9c3e,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
247,Kasteel Duivenvoorde,80a37d9f-37d1-466f-96c2-b65044666fbe,76.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1d0bc83d-883e-40a4-b001-08d7f60b9c3e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
