,$type,pickerTitle,published,name,title,description,image,imageCaption,imageCopyright,museumId,museumName,metaDescription,allowPublish,isVisibleOnWebsite,lastModifiedOn,createdOn,getColor,translationSetId,language,id,created,modified,hasDynamicValueTags
70,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum Het Warenhuis - Axel - Icarus,2020-05-25T03:18:40.116+00:00,Icarus,"Icarus, door de grote achterglasschilder","Jean Kamps, Koewacht (Zeeland) schildert sinds 1974 in de zogenaamde achterglastechniek en heeft zich ontwikkeld tot de onbetwistbare meester van deze techniek in Nederland. 

### Evenwicht
Pregnante vormgeving en stralende kleuren grijpen onmiddellijk aan. Ook het steeds wisselende, maar toch ook wederkerend motief noopt tot een diepere observatie. Terwijl de welomlijnde onderwerpen vaak een verhaal in het verhaal voorstellen. In een sobere stijl, waarbij compositie, structuur en de puurheid van lijnen en kleuren elkaar perfect in evenwicht houden, ontpopt Jean Kamps zich ook als een verteller.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': '05c6413c-e613-4720-95c9-9ccb6450807c', 'variantId': None}",Achterglastechniek,,5bab82ef-71f2-4b49-b0f5-08d7f60b9c3e,Museum Het Warenhuis - Axel,Ontdek in Museum Het Warenhuis achterglasschilderij Icarus. Gemaakt door Jean Kamps.,True,True,10-07-2020 07:43,23-05-2020 03:18,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#F2F707', 'textColor': '#241F1C'}",62c6eb8e-a48a-4a8f-9b98-ae6f2a7b0fb3,nl,2e255317-5ab5-4c13-df4d-08d7febc56cf,2020-05-23T03:18:41.6599856+00:00,2020-07-10 07:43:44.466012800+00:00,False
71,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum Klok & Peel - Hemony klok,2020-07-06T03:19:28.211+00:00,Hemony klok,Hemony klok: mooie klanken voor de lage landen,In 1642 kregen de rondreizende broers Franois en Pieter Hemony de opdracht een beiaard te gieten voor de Wijnhuistoren in Zutphen. Het lukte hun de drie belangrijkste aspecten bij het creren van beiaardklokken te perfectioneren: Een goed ontworpen profiel met als gevolg een zeer goede toonstructuur. Foutloos gegoten klokken. De volledige beheersing van het klokkenstemmen door uitdraaiing.Hierbij werden de vijf laagste deeltonen gemeten met behulp van klankstaven die resoneerden zodra de gewenste toon bereikt was.Voor het eerst werden alle klokken van de beiaard daarmee in harmonie verenigd en werd zo de basis gelegd voor het huidige klankbeeld van de lage landen. Dit echte goud is een door Hemony gegoten klok uit deze eerste beiaard in Zutphen.,"{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': '9e268d02-77d2-49cc-91f3-fe42c3807d1e', 'variantId': None}",Een beiaard klok,,4ca2f0b2-fdae-4e95-b067-08d7f60b9c3e,Museum Klok & Peel,Bewonder het gouden pronkstuk van Museum Klok & Peel. Een beiaard klok.,True,True,06-07-2020 13:45,23-05-2020 03:19,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#F2F707', 'textColor': '#241F1C'}",2cffbebf-09ee-445d-81e8-e36c1be2c0bf,nl,14aa5cd8-1f3c-41e1-df4e-08d7febc56cf,2020-05-23T03:19:29.8332426+00:00,2020-07-06 13:45:34.223935700+00:00,False
72,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum Lunteren - Nefkens - Gezicht op Oude Kerk,2020-05-25T03:21:08.944+00:00,Nefkens - Gezicht op Oude Kerk,"Martinus Nefkens, impressionist op de Veluwe","Martinus Josephus Nefkens, (1866-1941) ging op jonge leeftijd werken bij een schildersbedrijf. Maar hij had artistieke aspiraties en hij schreef zich in bij de Antwerpse Tekenacademie. Later werkte hij ook op het atelier van de beroemde Haagse Schoolschilder H.W. Mesdag. 

### Zomers in Lunteren
Na zijn vestiging in Amsterdam ging het goed met Nefkens artistieke carrière: hij begon te verkopen en werd toegelaten tot de kunstenaarssociëteiten Arti et Amicitiae en Sint-Lucasgilde. Vanaf 1898 woonde Nefkens 's zomers in Lunteren op de Veluwe. Daar schilderde hij impressionistische landschapstafelen in de trant van de Haagse School, waaronder veel Veluwse taferelen als schaapskooien en zandverstuivingen.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': 'a36c5387-4693-4aa4-be71-89a0860e1d22', 'variantId': None}","Martinus Nefkens, Gezicht op Oude Kerk",,52d7b5b7-0a9a-45a3-b06a-08d7f60b9c3e,Museum Lunteren,"Museum Lunteren - Martinus Nefkens, Gezicht op Oude Kerk",True,True,06-07-2020 13:37,23-05-2020 03:21,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#9000FF', 'textColor': '#FFFFFF'}",7155d1a4-7ac3-4954-a261-16c39d24ff6b,nl,cbd1ea09-6701-44ee-df50-08d7febc56cf,2020-05-23T03:21:10.5479715+00:00,2020-07-06 13:37:33.691752400+00:00,False
73,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum Kennemerland - Historische optocht Beverwijk,2020-05-25T03:21:59.401+00:00,Historische optocht Beverwijk,Ontwerp Historische optocht Beverwijk 650 jaar,"Bewonder de twaalfdelige serie ontwerpen van Herman Moerkerk. Hij heeft dit ontworpen voor een historische optocht ter herdenking van het 650-jarig bestaan van Beverwijk als stad. Een pronkstuk dat niet vaak te zien is, omdat het kwetsbaar is. Nu te zien in de tentoonstelling 'Zo vierden wij FEEST in Kennemerland', nog tot en met 5 mei te bezichtigen.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': 'b719e90f-a0b1-46b9-aa4c-ff6207f5ddbf', 'variantId': None}",Twaalfdelige serie ontwerpen van Herman Moerwerk,,7896247f-98b5-47fb-b066-08d7f60b9c3e,Museum Kennemerland,Bewonder de twaalfdelige serie ontwerpen van Herman Moerkerk. Ter herdenking van het 650-jarig bestaan van Beverwijk als stad. ,True,True,06-07-2020 12:47,23-05-2020 03:22,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#3C68EB', 'textColor': '#FFFFFF'}",74abed1c-a15a-42f3-a9c0-136c691abac3,nl,80f20cca-477e-4b52-df51-08d7febc56cf,2020-05-23T03:22:00.6182333+00:00,2020-07-06 12:47:51.801005300+00:00,False
74,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museummolen en molenwinkel De Walvisch - Maquette van een molen,2020-07-07T03:22:46.281+00:00,Maquette van een molen,Interactieve maquette van een molen,De Walvisch werd in 1794 gebouwd en diende als graanmolen voor de jeneverindustrie. Hij maakt samen met het Nationaal Jenevermuseum deel uit van de historische overblijfselen uit de rijke jenevergeschiedenis. De molen staat op een steenworp afstand van het Nationaal Jenevermuseum.Ook is er een tentoonstelling over de jenevergeschiedenis van Schiedam in de molen. Op de ronde binnenmuren van de molen speelt een informatieve film. Het beeld wordt 180 graden rondom geprojecteerd. Hierdoor sta je midden in het Schiedam van vroeger!,"{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': 'ed8e1282-828c-45a7-be02-c3e46185c266', 'variantId': None}",Historische molen in het klein,,997b9d61-6f4e-4fcf-b091-08d7f60b9c3e,Museummolen en molenwinkel De Walvisch,"Ontdek het gouden pronkstuk van De Walvisch, een maquette van een molen.",True,True,07-07-2020 12:08,23-05-2020 03:22,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#3C68EB', 'textColor': '#FFFFFF'}",43cab332-2b5b-40a0-a106-9ef57f9e74a1,nl,6dafc010-2a59-4512-df52-08d7febc56cf,2020-05-23T03:22:47.4909556+00:00,2020-07-07 12:08:25.623858700+00:00,False
75,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum MORE | Kasteel Ruurlo - Portret van Mathilde,2020-05-25T03:24:28.034+00:00,Portret van Mathilde,Portret van Mathilde,"Portret van Mathilde uit 1975 is een van Carel Willinks (1900-1983) meest iconische schilderijen en een pronkstuk van ons museum. Mathilde was niet alleen de (ex)vrouw van Willink. Ze was Zeeuws meisje, een fenomeen, levend kunstwerk, modekoningin van de jaren zeventig, ambassadrice van Fong-Leng, mythe en mysterie.Op het portret draagt Mathilde de zilverkleurige luipaardmantel van Fong Leng. In de rijk geornamenteerde achtergrond een groot raam waardoor je op Amsterdam uitkijkt. Mathilde werd vijf keer door Willink geschilderd.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': '036c663f-819f-4a60-b08b-d25fa519dbc5', 'variantId': None}",Portret geschilderd door Carel Willink.,,7392d815-a4ec-42c7-b007-08d7f60b9c3e,Museum MORE | Kasteel Ruurlo,Portret van Mathilde uit 1975 geschilderd door Carel Willink.,True,True,01-07-2020 14:49,23-05-2020 03:24,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#13E4C1', 'textColor': '#241F1C'}",8cf9c3ac-411b-49b1-bbf8-e1bc644317c2,nl,1921f8e0-9f68-42e9-df54-08d7febc56cf,2020-05-23T03:24:29.6585881+00:00,2020-07-01 14:49:17.996313100+00:00,False
76,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museumpark Orientalis - De tempel van Mithras,2020-07-07T03:25:17.602+00:00,De tempel van Mithras,De tempel van Mithras,"De Romeinen kenden in de keizertijd heel veel goden. Naast het bekende Romeinse pantheon, gebaseerd op de Griekse goden, werden er ook veel goden uit andere streken gemporteerd. De Perzische god Mithras is een van de bekendste 'import-goden'. Zijn aanhangers vormde een soort geheimzinnige cultus die vooral populair was onder militairen. Ze kwamen samen op geheimzinnige bijeenkomsten, die je  pas na bepaalde inwijdingsrituelen mocht bijwonen. De erediensten vertonen een paar opvallende overeenkomsten met het vroege christendom. Er was echter geen heilig geschrift van dit bijzondere geloof. Ons museum toont de enige Nederlandse reconstructie van een mithraeum . De tempel is gebaseerd op de restanten van een mithraeum in de Italiaanse havenstad Ostia.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': '76631cc7-0460-4e8e-89a5-82d2067aa0ff', 'variantId': None}",Een tempel gebaseerd op de restanten van een mithraeum,,f686578a-15fe-4154-b092-08d7f60b9c3e,Museumpark Orientalis,"Bewonder de tempel van Mithras, het gouden pronkstuk van Museumpark Orientalis.",True,True,07-07-2020 10:54,23-05-2020 03:25,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#CDC456', 'textColor': '#241F1C'}",23d1ca9d-b42a-40c4-8e0c-627732cdaaae,nl,d9a8c638-d005-4a51-df55-08d7febc56cf,2020-05-23T03:25:19.048618+00:00,2020-07-07 10:54:48.395611300+00:00,False
77,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum Romeinse Katakomben - De Orpheus Crypte,2020-05-25T03:26:13.588+00:00,De Orpheus Crypte,Welkom in de Orpheus Crypte,"De crypte staat symbool voor twee mannen die de tocht naar de onderwereld aandurfden. 

### Orpheus
Allereerst het mythologische figuur Orpheus. Toen zijn geliefde stierf besloot hij af te dalen naar de onderwereld om haar terug te halen. Hij kreeg toestemming van Hades, de heerser van het dodenrijk, op n voorwaarde: hij mocht tijdens de terugtocht niet naar haar omkijken. Orpheus kon zich niet beheersen en moest zijn grote liefde achterlaten. 

### Fossor
De tweede man was de Fossor, de doodgraver. Dit verhaal speelt zich af in de harde realiteit van het oude Rome. De Fossor was namelijk degene die de overledene naar zijn laatste rustplaats droeg. 

### Graven
Op de foto zie je diepe gaten dwars door de fresco's. Dit zijn graven die pas naderhand zijn aangebracht in de crypte. Vanwege de zware ondergrondse werkomstandigheden hakten de doodgravers regelmatig een graf in een bestaande grafkamer. Een familiebezoek aan diep gelegen crypten was niet waarschijnlijk, dus het zou een goed bewaard geheim blijven.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': '43d91293-57f2-4a89-a806-97fddac17127', 'variantId': None}",De Orpheus Crypte in Museum Romeinse Katakomben,,0be0f57c-c91a-49a9-b076-08d7f60b9c3e,Museum Romeinse Katakomben,Ontdek de crypte die symbool staat voor twee mannen die de tocht naar de onderwereld aandurfden. Welkom in de Orpheus Crypte in Museum Romeinse Katakomben.,True,True,06-07-2020 16:14,23-05-2020 03:26,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#FE4D00', 'textColor': '#FFFFFF'}",6c0e8fc8-c554-4fff-81e6-48473bc1f2e4,nl,0d350378-5d64-4eaf-df56-08d7febc56cf,2020-05-23T03:26:15.3097259+00:00,2020-07-06 16:14:37.458769100+00:00,False
78,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum Swaensteyn - Apostelen van Prinses Marianne,2020-05-25T03:27:04.567+00:00,Apostelen van Prinses Marianne,De apostelen van Prinses Marianne,"In Museum Swaensteyn bewonder je vier prachtige schilderijen uit de voormalige verzameling van Prinses Marianne, dochter van Koning Willem I. Een serie 17e-eeuwse portretten van apostelen. 

### Italiaanse kunst
Marianne kocht de schilderijen in Rome, waar zij in 1851 met haar geliefde Johannes van Rossum ging wonen. Ze toont zo haar liefde voor de Italiaanse kunst en haar religieuze inslag. De serie is geschilderd in de stijl van de beroemde schilder Caravaggio. Krachtige kleuren, een sterke licht-donker werking en figuren die bijna beeldvullend zijn weergegeven. De vier apostelen zijn te herkennen aan de attributen die zij bij zich hebben.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': 'd07e8b91-6967-4057-8c8d-db2f795412da', 'variantId': None}",Een van de vier schilderijen uit de verzameling,,7771cd7f-4f6c-4155-b080-08d7f60b9c3e,Museum Swaensteyn,In Museum Swaensteyn bewonder je vier prachtige schilderijen uit de verzameling van Prinses Marianne. Een serie 17e-eeuwse portretten van apostelen. ,True,True,07-07-2020 07:57,23-05-2020 03:27,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#AFF1D4', 'textColor': '#241F1C'}",029e6569-eb7a-4f4d-86ab-2224427e8815,nl,c7baf041-f1d0-4143-df57-08d7febc56cf,2020-05-23T03:27:05.9298955+00:00,2020-07-07 07:57:23.025127800+00:00,False
79,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum 't Oude Slot - 19e eeuwse tuugkist,2020-05-25T03:28:04.176+00:00,19e eeuwse tuugkist,19e eeuwse tuugkist vol heiligen,"Vroeg negentiende-eeuwse consumenten maakten zich blijkbaar niet druk om concurrentie tussen uitgevers van heiligenprenten. In deze tuugkist uit Gorssel, Overijssel uit circa 1780 (collectie Maas-Rooijkakkers) zitten tekeningen van twee concurrerende uitgevers. 'Het Leven van den Heyligen Eloy' uit circa 1815 en 'De vlugt naar Egypte' van Bontamps uit 1808 zijn broederlijk naast elkaar geplakt. De laatste is tot nu toe nergens anders gesignaleerd. Door dit soort platen had men in geval van nood heiligen in huis.In de kist zitten verder een beeld van O.L.V. te Kevelaer en een waterverftekening uit 1798 van Alfred Braekman voorstellende het Laatste Oordeel, of het eeuwig leven en eeuwig sterven. In de kisten bewaarden boerenfamilies en hun knechten en meiden persoonlijke bezittingen. De tuugkist die in het museum staat is waarschijnlijk afkomstig uit een protestants boerenbedrijf. De sobere uitvoering met vier eenvoudig bewerkte panelen was kenmerkend voor protestantse kisten.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': '1ee7a76a-1f37-413b-9d04-32e0ae0093ab', 'variantId': None}",Tuugkist uit Gorssel 1780. ,,cde5d631-c809-41af-b082-08d7f60b9c3e,Museum 't Oude Slot,Ontdek het gouden pronkstuk van Museum 't Oude Slot. Een tuugkist met heiligenprenten uit 1780.,True,True,02-07-2020 13:02,23-05-2020 03:28,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#F55757', 'textColor': '#FFFFFF'}",de045f89-e736-4c96-ae3d-2579a79812cd,nl,1f84b5ef-0fff-432a-df58-08d7febc56cf,2020-05-23T03:28:05.6996527+00:00,2020-07-02 13:02:37.249101+00:00,False
80,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum MORE | Kasteel Ruurlo - Prachtwerk van Pyke Koch,2020-05-25T03:28:54.987+00:00,Prachtwerk van Pyke Koch,Prachtwerk van Pyke Koch,"Pyke Koch (1901-1991) is een van de sterren van ons museum. Zijn oeuvre behoort tot de top van het neorealisme en de 20ste -eeuwse figuratieve kunst. 'Het signaal' (1975) is een vrij laat schilderij van deze grootmeester. Koch wilde aanvankelijk een transseksueel of hermafrodiet weergeven. Later heeft hij het schilderij verkleind. Koch haalde zijn inspiratie o.a. uit achterbuurtscnes en kermistaferelen. Tijdgenoot, vriend en dichter Adriaan Roland Holst schreef: Willink schildert de wereld. Koch schildert het leven.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': 'b33ac0ec-606b-4243-bfe2-2dc36d3e21a8', 'variantId': None}",Schilderij 'Het signaal' uit 1975 geschilderd door Pyke Koch.,,7392d815-a4ec-42c7-b007-08d7f60b9c3e,Museum MORE | Kasteel Ruurlo,"Ontdek het gouden pronkstuk van Museum MORE, een prachtwerk van kunstenaar Pyke Koch.",True,True,02-07-2020 08:02,23-05-2020 03:28,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#13E4C1', 'textColor': '#241F1C'}",b5f2defc-5c85-43bb-80b9-d439ed1f1231,nl,babfc7dd-eb75-4514-df59-08d7febc56cf,2020-05-23T03:28:57.4902307+00:00,2020-07-02 08:02:18.413933100+00:00,False
81,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum Speelklok - Konijn in de Kool,2020-05-25T03:29:41.546+00:00,Konijn in de Kool,Konijn in de Kool uit Parijs,"Al jarenlang een van de beroemdste stukken in het museum: het Konijntje in de Kool. Een populair stukje speelgoed voor de rijken, in 1911 gemaakt in Parijs. Kool en het konijn zijn gemaakt van papier-mach. Het kopje is bekleed met konijnenbont, de kool met groene zijde. 

### Jong en oud
Als het speeldoosje speelt komt het konijn naar buiten, eet zijn kool en verdwijnt weer. Jong en oud reageren verrukt als het konijntje zich laat zien. In 2007 was het te zien in het Guangdong Museum of Arts in China.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': 'a0c0ac76-7ab3-4e00-b470-1b1689ec2248', 'variantId': None}",Het populaire stukje speelgoed,,c664625c-012c-4fd1-b07e-08d7f60b9c3e,Museum Speelklok,Museum Speelklok - Konijn in de Kool,True,True,21-07-2020 13:30,23-05-2020 03:29,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#FFD84D', 'textColor': '#241F1C'}",6bdd7269-0a60-429b-860b-c6d432543c27,nl,8e7304aa-2bb1-41ad-df5a-08d7febc56cf,2020-05-23T03:29:42.8757187+00:00,2020-07-21 13:30:26.161918500+00:00,False
82,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum Van Loon - Gepofte kastanjes serveren,2020-05-25T03:30:32.198+00:00,Gepofte kastanjes serveren,Zo serveer je gepofte kastanjes...,"Twee prachtige zilveren kastanjevazen, vervaardigd door Diederik Lodewijk Bennewitz  Zonen. De vazen komen uit 1821. 

### Lekkernij
In 2017 kocht ons museum deze twee zilveren kastanjevazen aan, met steun van Vereniging Rembrandt en de BankGiro Loterij. Ze komen uit de collectie van de familie Van Loon. Op foto's van de buitenplaats Hydepark in Doorn zijn de vazen te zien in de eetkamer. De kastanjevaas is in de 18de eeuw ontstaan en was bedoeld voor gepofte of gepureerde kastanjes, een lekkernij die als dessert werd geserveerd.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': 'b5a1ae04-9c49-4cec-8ba6-ed394359831b', 'variantId': None}",Twee prachtige zilveren kastanjevazen,,c5f937ae-c7aa-43d4-b087-08d7f60b9c3e,Museum Van Loon,In Museum Van Loon bewonder je twee prachtige zilveren kastanjevazen. Zo serveer je gepofte kastanjes...,True,True,07-07-2020 09:03,23-05-2020 03:30,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#F55757', 'textColor': '#FFFFFF'}",5e223dbc-e29b-4267-9a79-6d4c27721e08,nl,ff1d8ad3-9ddd-4eae-df5b-08d7febc56cf,2020-05-23T03:30:33.5387368+00:00,2020-07-07 09:03:16.130633500+00:00,False
83,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain","Museum Vlaardingen - Rustige Zee, door Mesdag",2020-05-25T03:31:13.648+00:00,"Rustige Zee, door Mesdag",Een bomschuit met haring,"Hendrik Willem Mesdag (1831-1915), bekend van het Panorama Mesdag in Scheveningen, schilderde rond 1887 deze met haring gevulde bomschuit. In ons museum, waar het doek sinds 1973 hangt, geeft het een sfeervol beeld van de haringvisserij in de 19e eeuw. Tot 1973 hing het in het kantoor van ir. G. Langelaar, de toenmalige directeur van de internationale sleep- en bergingsdienst L. Smit & Co. in Maassluis. Haringvisserij was tot ver in de 20e eeuw de belangrijkste bron van inkomsten voor de Vlaardingers.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': '2ccc3205-66e8-4a34-bd7a-1293dbf85717', 'variantId': None}","Rustige Zee, H.W. Mesdag, (ca. 1887), collectie Museum Vlaardingen",,4d25db0d-ca43-47e3-b089-08d7f60b9c3e,Museum Vlaardingen,Mesdags 'Rustige Zee' in Museum Vlaardingen geeft een sfeervol beeld van wat lang de belangrijkste inkomstenbron was voor Vlaardingers: de haringvisserij. ,True,True,07-08-2020 14:19,23-05-2020 03:31,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#22552B', 'textColor': '#FFFFFF'}",9739f4ed-5987-4e0e-88f0-5c0af0019c15,nl,77698f55-31e3-4235-df5c-08d7febc56cf,2020-05-23T03:31:15.0246152+00:00,2020-08-07 14:19:44.969948400+00:00,False
84,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum voor anatomie en pathologie - Ontdek ons breekbare begin,2020-05-25T03:32:02.433+00:00,Ontdek ons breekbare begin,Ontdek ons breekbare begin,"Dit preparaat toont een foetus van 21 weken oud. Soms blijft bij de geboorte een deel van de vruchtvliezen over het hoofd van het kind zitten, in de volksmond wordt dan gezegd dat het kind met de helm op geboren is. De perfectie van de uitgeprepareerde vruchtvliezen laat de prachtige fragiliteit van deze vliezen zien. Iets wat veel mensen niet beseffen: hoe dun de vruchtvliezen zijn.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': '7c7cba89-a230-4d9f-98b5-15c2f6c9e714', 'variantId': None}",Een foetus van 21 weken oud,,bdf7e0f9-c930-4b29-b08b-08d7f60b9c3e,Museum voor anatomie en pathologie,In het Museum voor anatomie en pathologie ontdek je hoe fragiel de vruchtvliezen zijn.,True,True,22-07-2020 10:04,23-05-2020 03:32,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#13E4C1', 'textColor': '#241F1C'}",25b6c550-4487-4590-b94d-1bf66ee8be32,nl,4bc8ba6c-e62c-4190-df5d-08d7febc56cf,2020-05-23T03:32:04.0440564+00:00,2020-07-22 10:04:14.740116500+00:00,False
85,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Muzeeaquarium Delfzijl - Het leven met de hunebedden,2020-07-13T03:32:53.051+00:00,Het leven met de hunebedden,Het meest noordelijke hunebed van Nederland,"Een zeldzaam museumstuk die je niet mag missen: het hunebed dat in 1982 bij het dorpje Heveskes is gevonden (vlakbij Delfzijl). Het hunebed is toen overgebracht naar het museum en vormt een pronkstuk van de collectie. 

### Terug naar de oertijd
In de nieuwe presentatie is achter het hunebed een daglichtwand  geplaatst, met een 'artist impression' van het leven in de oertijd. Zo krijg je een beeld van de historische context en is het niet alleen een object. In een hunebed werden overigens geen doden begraven, zoals veel mensen denken, maar werden crematieresten bijgezet.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': '0231c543-3227-4da4-afb3-b81d4c335179', 'variantId': None}",Het hunebed dat in het dorpje Heveskes is gevonden staat nu te schitteren in het MuzeeAquarium. Ontdek hoe het dagelijks leven eruit zag in de oertijd en hoe de hunebed een onderdeel vormde van de cultuur.,,6ebf04c3-b9cc-4889-b123-08d7f60b9c3e,Muzeeaquarium Delfzijl,Het hunebed dat gevonden is in Heveskes is het meest noordelijk Hunebed van Nederland. Reis terug in de tijd en ontdek hoe de mensen in de oertijd leefde.,True,True,13-07-2020 09:04,23-05-2020 03:32,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#3C68EB', 'textColor': '#FFFFFF'}",7ff5940f-14da-4425-9f53-f780ddc04000,nl,6e0c030b-beed-42a5-df5e-08d7febc56cf,2020-05-23T03:32:54.6577154+00:00,2020-07-13 09:04:09.680249800+00:00,False
86,"Museumvereniging.Persistent.Domain.Items.Showpiece, Museumvereniging.Persistent.Domain",Museum Zaanse Tijd - De klok op dubbele zaag,2020-07-07T03:33:44.356+00:00,De klok op dubbele zaag,De klok op dubbele zaag,"Een echt pronkstuk van Museum Zaanse Tijd is de door Kornelis Michielsz. Een geconstrueerde Zaanse klok op dubbele zaag. Het uurwerk uit 1678 loopt en slaat op zijn eigen gewicht. De kast is volledig uitgevoerd in messing. Dit wordt wel een buitenstelling of Alkmaarder model genoemd. Bovenop staan belhekken die Geloof, Hoop en Liefde verbeelden en de stadswapens van Amsterdam en Alkmaar. Op de dubbele bel staat een mannetje dat de hele en halve uren slaat en daarbij parmantig zijn hoofd heen en weer draait. Volger vervaardigde ook torenuurwerken. En in het museum vind je ook een gesigneerde passer van hem uit 1670.","{'$type': 'Q.Cms.Core.Domain.Atoms.Image, Q.Cms.Core.Domain', 'id': 'c79e6b79-8fd7-4499-9d81-0d0f8d0084dc', 'variantId': None}",Een klok uit 1687 volledig van messing,,029ddc69-915e-426a-b08f-08d7f60b9c3e,Museum Zaanse Tijd,Ontdek het gouden pronkstuk van Museum Zaanse Tijd een messing klok uit 1678.,True,True,09-07-2020 07:20,23-05-2020 03:33,"{'$type': 'Museumvereniging.Persistent.Domain.Models.Color, Museumvereniging.Persistent.Domain', 'backgroundColor': '#22552B', 'textColor': '#FFFFFF'}",a1f8635e-e61e-4954-ae79-664fa9810f30,nl,95f11181-1b76-408e-df5f-08d7febc56cf,2020-05-23T03:33:45.8106323+00:00,2020-07-09 07:20:10.524569100+00:00,False
