publicName,rating,Architectonische bezienswaardigheden,Bezienswaardigheden & bijzondere plaatsen,Educatieve locaties,Historische locaties,Historische musea,Kastelen,Kerken & kathedralen,Kindermusea,Kunstgalerieën,Kunstmusea,Militaire musea,Natuurhistorische musea,Specialiteitenmusea,Tuinen,Wetenschapsmusea,museumId,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,translationSetId,Visitors,Visual,Culture,Naval,Nature,Tech,Ethnology,small_museum,amsterdam,utrecht,den haag,leiden,arnhem,groningen,rotterdam,limburg,friesland,gelderland,drenthe,kasteel,ZeroToFourYears,FiveToEightYears,NineToTwelveYears,Activity,Audiotour,Childrensparty,Event,Exhibition,Lecture,Other,ScavengerHunt,Tour,ticketprice,zaterdagen,zondagen
Continium discovery center,158 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bbd3a202-047a-4fd3-afb5-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1d9c7610-ab17-4f68-ae48-9cefefc32b20,110000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.5,11:00-17:00,11:00-17:00
Museum van de Geest | Dolhuys,176 ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179bdf0d-35dd-4478-afb6-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a2c1a9f7-97b2-493a-a04c-a760d4066ba9,40000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0
Dordrechts Museum,355 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5c44edf1-2457-4142-afb7-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85f6a07b-2a79-4b74-9c35-19a9e0ccfb9e,155000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,11:00-17:00,11:00-17:00
Drents Museum,610 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0be567ed-d312-4e03-afb8-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,a8d2fca6-7408-4b0d-ac2b-1a599469390c,180000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,11:00-17:00,11:00-17:00
Drukkerijmuseum Meppel,19 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6f7af94f-07dc-4613-afb9-08d7f60b9c3e,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95f9ed82-84f8-402c-89e2-30e0419d552b,8750.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0,0
Edams Museum,81 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139a7dd8-eb8c-4556-afba-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57f29a3f-4202-40b7-b70c-26e1058ff6e1,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0
Elisabeth Weeshuis Museum,24 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,efbab6d2-779c-4ad6-afbb-08d7f60b9c3e,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92a87b6a-4b73-4d77-a81b-4d4501893c4e,13000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,12:00-16:00,12:00-16:00
Embassy of the Free Mind,68 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fbed502c-2d3f-4289-afbc-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f9453fa1-3fe4-4c3e-a980-174ddae906fc,20000.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,10:00-17:00,0
Eye Filmmuseum,1.232 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73e2f1c9-04f5-444a-afbd-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0f9fa591-7382-4168-9ce2-c6db21516047,711000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,11.0,10:00-19:00,10:00-19:00
Flessenscheepjesmuseum,498 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90b00a0e-af43-464c-afbe-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64c5b44f-cb1a-4746-83f7-431c4f7050f9,5000.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0
Flipje en Streekmuseum Tiel,61 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ebf91ae2-ca5c-4e81-afbf-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,f07e9147-5ac1-4c22-a403-90fac94d36b8,15000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,13:30-16:30,13:30-16:30
Florence Nightingale Instituut,579 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1d44f2ae-0d0c-4a05-afc0-08d7f60b9c3e,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9adecd58-7f1f-4add-a0e2-8dcdc0d8bbc2,20000.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
Foam Fotografiemuseum Amsterdam,819 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,304bfa83-c902-48bc-afc1-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8061314a-3e6b-48fe-9f8e-73d62660147d,240000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,12.5,10:00-18:00,10:00-18:00
Fotomuseum Den Haag,179 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a7e3ace4-11cc-4c1a-afc2-08d7f60b9c3e,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7b137589-30ad-453e-8313-7feeba7c3d51,58705.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,11:00-17:00,11:00-17:00
Fries Landbouwmuseum,3 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5ff2cfe7-7a7b-490b-afc3-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fb1170b7-377c-40f1-9cae-6daa19257a21,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,13:00-17:00,13:00-17:00
Fries Museum,903 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,e6e37702-a1cc-4541-afc4-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ae7a3560-ceb4-4f91-9672-8041e77c5fe5,175977.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,11:00-17:00,11:00-17:00
Fries Scheepvaart Museum,151 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9e5fc4cc-9620-4cea-afc5-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4ee51be4-87ff-4d2c-bee6-9c5d81843d3c,28000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,10:00-17:00,12:00-17:00
Fries Verzetsmuseum,72 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384e7920-36a1-42dd-afc6-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209fe943-8c16-4342-888c-d752adc50e82,100000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,11:00-17:00,11:00-17:00
Fruitteeltmuseum,498 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3404c75d-ab60-4525-afc7-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d183dcdd-900b-4721-b8a0-c44912e8ce7f,5000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.5,0,0
Galerij Prins Willem V,160 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,e94c6a1a-ad7f-42c2-afc8-08d7f60b9c3e,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51e0605c-118c-43ba-b395-a579ef5c2716,500000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0
Geert Groote Huis,18 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,633fe753-7ea9-4b54-afc9-08d7f60b9c3e,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,c7d847ac-7f57-4bf6-955e-50745c2f1ac3,20000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0
Gelders Geologisch Museum,794 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53ddcd73-c21c-438d-afca-08d7f60b9c3e,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1e0cce9a-388c-4c99-b2c6-654ad23574aa,4500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,12:00-17:00,12:00-17:00
"GEM, museum voor actuele kunst",179 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,c8f9588d-03e9-4cb4-afcb-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,11:00-17:00,11:00-17:00
Gemeentelijk Archeologisch Museum Aardenburg,16 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91d17505-3ca1-4bf6-afcc-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39427955-788d-4592-bbe4-1daf82865181,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,13:00-17:00,13:00-17:00
Hannemahuis,48 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5a44b248-5ad5-48df-afcd-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453c62b2-ae22-4cc4-abab-b66b6a5ecc2b,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,10:00-17:00,12:00-17:00
Gemeentemuseum het land van Thorn,24 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73da264a-d223-4539-afce-08d7f60b9c3e,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,d2af32e7-2fc4-40a1-a207-b18fb984e276,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5,11:00-16:00,11:00-16:00
Museum W,262 ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bb217311-ba47-47ce-afcf-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9d6fdbeb-e330-4eb0-9fa7-cd26adfe7413,23000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14:00-17:00,14:00-17:00
Geniemuseum,14 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,d1b23ce7-26a0-4511-afd0-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,b8038372-8f48-4fcc-84ae-8f2cc86b3a69,5500.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,12:00-16:00
Geologisch Museum Hofland,8 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,aacb2e85-ff55-4fab-afd1-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,b5d597b1-730f-402b-bc6e-a86cadebd973,9500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0
Gorcums Museum,43 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0138b762-ab30-45b0-afd2-08d7f60b9c3e,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9d3a2998-159f-42de-b069-48efe943607d,20000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.5,13:00-17:00,13:00-17:00
Graafs Museum,9 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3209e2e1-3d56-412f-afd3-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61de31c6-e1a1-41e6-aca7-9a593e331c42,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,13:00-17:00,13:00-17:00
GRID Grafisch Museum Groningen,17 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,babe7e03-cce3-429f-afd4-08d7f60b9c3e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a1b6fda7-eec4-4dde-a764-45c96b796e61,10000.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.75,13:00-17:00,13:00-17:00
Groninger Museum,1.344 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,200db72d-b39c-4578-afd5-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71728b2c-4b17-4855-8663-98a7788acaf0,290000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,15.0,10:00-17:00,10:00-17:00
Haags Historisch Museum,170 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8b89781b-8544-4e5b-afd6-08d7f60b9c3e,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,a5842601-ea16-4514-9b59-ce21fbbc2a4f,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,12:00-17:00,12:00-17:00
Heerenveen Museum,9 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7758d673-6d4a-4dce-afd7-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a28f5f86-7181-44e8-9dcc-12ca3f94b4a7,11000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.5,13:00-17:00,13:00-17:00
Heiligenbeeldenmuseum,144 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a8cc9dff-26da-4f12-afd8-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2725e4ae-3118-48ba-85d9-9b6b646fb7ab,9100.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12:00-17:00,12:00-17:00
Kamp Westerbork,528 ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612516d9-27df-46da-afd9-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0c2e2821-f3fd-4403-8b5a-37cb256b76a2,172500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.95,11:00-17:00,11:00-17:00
Hermitage Amsterdam,2.363 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,826b91cd-0105-4350-afda-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1f85673a-ba18-4aaf-821a-baf56c7efea7,470000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,10:00-17:00,10:00-17:00
Het Dordts Patriciërshuis,56 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1f580592-fe34-416c-afdb-08d7f60b9c3e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96acdc9e-660a-421d-891a-4282fc8ddaa3,15000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,13:00-17:00,13:00-17:00
Het Hof van Nederland,127 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8f409b3d-5a88-4712-afdc-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0cd34664-4811-49a5-acd5-42fc00200943,40000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,11:00-17:00,11:00-17:00
Het Hollands Kaasmuseum,229 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a2c28f99-9830-4639-afdd-08d7f60b9c3e,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26c2190e-b323-4ba1-8380-8a0d150cff6f,30000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0
Het Nederlands Vestingmuseum,149 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45b64ec3-a840-4c92-afde-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22e6f305-c108-4045-839d-ff2f685eea26,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,10:30-17:00,10:30-17:00
Het Nieuwe Instituut,137 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ee21a51b-d480-43cb-afdf-08d7f60b9c3e,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fde0ab33-2d85-4f29-a0fb-6e13a6f52142,20000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,11:00-18:00,11:00-18:00
